source	target	relation	target role	tabletID	museum Nr	excavation Nr	publication	archive	text type	subtype	place of writing	date	reign
P21987	P24990	creditor > witness-scribe	witness, regular (mukinnu)	T00025	BM 27849		Waerzeggers 2010, no. 6	Ilia A+B	Legal document	promissory note	Borsippa	13.12.36 Nebuchadnezzar II	 Nebuchadnezzar II
P00005	P02179	recipient > witness-scribe	scribe (ṭupšarru)	T00026	BM 30589		Abraham 2004, no. 15	Egibi Nūr-Sîn	Legal document	receipt	Babylon	20.3.26 Darius I	 Darius I
P23299	P02179	recipient > witness-scribe	scribe (ṭupšarru)	T00026	BM 30589		Abraham 2004, no. 15	Egibi Nūr-Sîn	Legal document	receipt	Babylon	20.3.26 Darius I	 Darius I
P00005	P02443	recipient > witness-scribe	witness, regular (mukinnu)	T00026	BM 30589		Abraham 2004, no. 15	Egibi Nūr-Sîn	Legal document	receipt	Babylon	20.3.26 Darius I	 Darius I
P00005	P02578	recipient > witness-scribe	witness, regular (mukinnu)	T00026	BM 30589		Abraham 2004, no. 15	Egibi Nūr-Sîn	Legal document	receipt	Babylon	20.3.26 Darius I	 Darius I
P00005	P02770	recipient > witness-scribe	witness, regular (mukinnu)	T00026	BM 30589		Abraham 2004, no. 15	Egibi Nūr-Sîn	Legal document	receipt	Babylon	20.3.26 Darius I	 Darius I
P23299	P02443	recipient > witness-scribe	witness, regular (mukinnu)	T00026	BM 30589		Abraham 2004, no. 15	Egibi Nūr-Sîn	Legal document	receipt	Babylon	20.3.26 Darius I	 Darius I
P23299	P02578	recipient > witness-scribe	witness, regular (mukinnu)	T00026	BM 30589		Abraham 2004, no. 15	Egibi Nūr-Sîn	Legal document	receipt	Babylon	20.3.26 Darius I	 Darius I
P23299	P02770	recipient > witness-scribe	witness, regular (mukinnu)	T00026	BM 30589		Abraham 2004, no. 15	Egibi Nūr-Sîn	Legal document	receipt	Babylon	20.3.26 Darius I	 Darius I
P21958	P22093	heir > witness-scribe	scribe (ṭupšarru)	T00027	BM 26498		Waerzeggers 2010, no. 7	Ilia A+B	Legal document	inheritance-related	Borsippa	.13.02 Nabonidus	 Nabonidus
P21961	P22093	heir > witness-scribe	scribe (ṭupšarru)	T00027	BM 26498		Waerzeggers 2010, no. 7	Ilia A+B	Legal document	inheritance-related	Borsippa	.13.02 Nabonidus	 Nabonidus
P21958	P22704	heir > witness-scribe	witness, regular (pāni)	T00027	BM 26498		Waerzeggers 2010, no. 7	Ilia A+B	Legal document	inheritance-related	Borsippa	.13.02 Nabonidus	 Nabonidus
P21958	P23780	heir > witness-scribe	witness, regular (pāni)	T00027	BM 26498		Waerzeggers 2010, no. 7	Ilia A+B	Legal document	inheritance-related	Borsippa	.13.02 Nabonidus	 Nabonidus
P21958	P24053	heir > witness-scribe	witness, regular (pāni)	T00027	BM 26498		Waerzeggers 2010, no. 7	Ilia A+B	Legal document	inheritance-related	Borsippa	.13.02 Nabonidus	 Nabonidus
P21958	P24232	heir > witness-scribe	witness, regular (pāni)	T00027	BM 26498		Waerzeggers 2010, no. 7	Ilia A+B	Legal document	inheritance-related	Borsippa	.13.02 Nabonidus	 Nabonidus
P21961	P22704	heir > witness-scribe	witness, regular (pāni)	T00027	BM 26498		Waerzeggers 2010, no. 7	Ilia A+B	Legal document	inheritance-related	Borsippa	.13.02 Nabonidus	 Nabonidus
P21961	P23780	heir > witness-scribe	witness, regular (pāni)	T00027	BM 26498		Waerzeggers 2010, no. 7	Ilia A+B	Legal document	inheritance-related	Borsippa	.13.02 Nabonidus	 Nabonidus
P21961	P24053	heir > witness-scribe	witness, regular (pāni)	T00027	BM 26498		Waerzeggers 2010, no. 7	Ilia A+B	Legal document	inheritance-related	Borsippa	.13.02 Nabonidus	 Nabonidus
P21961	P24232	heir > witness-scribe	witness, regular (pāni)	T00027	BM 26498		Waerzeggers 2010, no. 7	Ilia A+B	Legal document	inheritance-related	Borsippa	.13.02 Nabonidus	 Nabonidus
P21983	P22704	testator > witness-scribe	witness, regular (pāni)	T00027	BM 26498		Waerzeggers 2010, no. 7	Ilia A+B	Legal document	inheritance-related	Borsippa	.13.02 Nabonidus	 Nabonidus
P21983	P23780	testator > witness-scribe	witness, regular (pāni)	T00027	BM 26498		Waerzeggers 2010, no. 7	Ilia A+B	Legal document	inheritance-related	Borsippa	.13.02 Nabonidus	 Nabonidus
P21983	P24053	testator > witness-scribe	witness, regular (pāni)	T00027	BM 26498		Waerzeggers 2010, no. 7	Ilia A+B	Legal document	inheritance-related	Borsippa	.13.02 Nabonidus	 Nabonidus
P21983	P24232	testator > witness-scribe	witness, regular (pāni)	T00027	BM 26498		Waerzeggers 2010, no. 7	Ilia A+B	Legal document	inheritance-related	Borsippa	.13.02 Nabonidus	 Nabonidus
P19001	P14168	creditor > witness-scribe	scribe (ṭupšarru)	T00028	FLP 1434		Stigers 1976, no. 37	Ṣāhit-ginê B	Legal document	promissory note	Sippar	10.13.24 Darius I	 Darius I
P19001	P13979	creditor > witness-scribe	witness, regular (mukinnu)	T00028	FLP 1434		Stigers 1976, no. 37	Ṣāhit-ginê B	Legal document	promissory note	Sippar	10.13.24 Darius I	 Darius I
P19001	P14121	creditor > witness-scribe	witness, regular (mukinnu)	T00028	FLP 1434		Stigers 1976, no. 37	Ṣāhit-ginê B	Legal document	promissory note	Sippar	10.13.24 Darius I	 Darius I
P19001	P19002	creditor > witness-scribe	witness, regular (mukinnu)	T00028	FLP 1434		Stigers 1976, no. 37	Ṣāhit-ginê B	Legal document	promissory note	Sippar	10.13.24 Darius I	 Darius I
P19001	P19005	creditor > witness-scribe	witness, regular (mukinnu)	T00028	FLP 1434		Stigers 1976, no. 37	Ṣāhit-ginê B	Legal document	promissory note	Sippar	10.13.24 Darius I	 Darius I
P19001	P19006	creditor > witness-scribe	witness, regular (mukinnu)	T00028	FLP 1434		Stigers 1976, no. 37	Ṣāhit-ginê B	Legal document	promissory note	Sippar	10.13.24 Darius I	 Darius I
P19001	P19028	creditor > witness-scribe	witness, regular (mukinnu)	T00028	FLP 1434		Stigers 1976, no. 37	Ṣāhit-ginê B	Legal document	promissory note	Sippar	10.13.24 Darius I	 Darius I
P15741	P09388	recipient > witness-scribe	scribe (ṭupšarru)	T00032	BM 30639		Abraham 2004, no. 18	Egibi Nūr-Sîn	Legal document	receipt	Babylon	28.8.25 Darius I	 Darius I
P15741	P00044	recipient > witness-scribe	witness, regular (mukinnu)	T00032	BM 30639		Abraham 2004, no. 18	Egibi Nūr-Sîn	Legal document	receipt	Babylon	28.8.25 Darius I	 Darius I
P15741	P01690	recipient > witness-scribe	witness, regular (mukinnu)	T00032	BM 30639		Abraham 2004, no. 18	Egibi Nūr-Sîn	Legal document	receipt	Babylon	28.8.25 Darius I	 Darius I
P15741	P02479	recipient > witness-scribe	witness, regular (mukinnu)	T00032	BM 30639		Abraham 2004, no. 18	Egibi Nūr-Sîn	Legal document	receipt	Babylon	28.8.25 Darius I	 Darius I
P18316	P23505	heir > witness-scribe	scribe (ṭupšarru)	T00036	BM 25625		Waerzeggers 2010, no. 8	Ilia A+B	Legal document	inheritance-related	Borsippa	23.4.11 Nabonidus	 Nabonidus
P21958	P23505	heir > witness-scribe	scribe (ṭupšarru)	T00036	BM 25625		Waerzeggers 2010, no. 8	Ilia A+B	Legal document	inheritance-related	Borsippa	23.4.11 Nabonidus	 Nabonidus
P21961	P23505	heir > witness-scribe	scribe (ṭupšarru)	T00036	BM 25625		Waerzeggers 2010, no. 8	Ilia A+B	Legal document	inheritance-related	Borsippa	23.4.11 Nabonidus	 Nabonidus
P18316	P21938	heir > witness-scribe	witness, regular (mukinnu)	T00036	BM 25625		Waerzeggers 2010, no. 8	Ilia A+B	Legal document	inheritance-related	Borsippa	23.4.11 Nabonidus	 Nabonidus
P18316	P22998	heir > witness-scribe	witness, regular (mukinnu)	T00036	BM 25625		Waerzeggers 2010, no. 8	Ilia A+B	Legal document	inheritance-related	Borsippa	23.4.11 Nabonidus	 Nabonidus
P18316	P23606	heir > witness-scribe	witness, regular (mukinnu)	T00036	BM 25625		Waerzeggers 2010, no. 8	Ilia A+B	Legal document	inheritance-related	Borsippa	23.4.11 Nabonidus	 Nabonidus
P18316	P28902	heir > witness-scribe	witness, regular (mukinnu)	T00036	BM 25625		Waerzeggers 2010, no. 8	Ilia A+B	Legal document	inheritance-related	Borsippa	23.4.11 Nabonidus	 Nabonidus
P21958	P21938	heir > witness-scribe	witness, regular (mukinnu)	T00036	BM 25625		Waerzeggers 2010, no. 8	Ilia A+B	Legal document	inheritance-related	Borsippa	23.4.11 Nabonidus	 Nabonidus
P21958	P22998	heir > witness-scribe	witness, regular (mukinnu)	T00036	BM 25625		Waerzeggers 2010, no. 8	Ilia A+B	Legal document	inheritance-related	Borsippa	23.4.11 Nabonidus	 Nabonidus
P21958	P23606	heir > witness-scribe	witness, regular (mukinnu)	T00036	BM 25625		Waerzeggers 2010, no. 8	Ilia A+B	Legal document	inheritance-related	Borsippa	23.4.11 Nabonidus	 Nabonidus
P21958	P28902	heir > witness-scribe	witness, regular (mukinnu)	T00036	BM 25625		Waerzeggers 2010, no. 8	Ilia A+B	Legal document	inheritance-related	Borsippa	23.4.11 Nabonidus	 Nabonidus
P21961	P21938	heir > witness-scribe	witness, regular (mukinnu)	T00036	BM 25625		Waerzeggers 2010, no. 8	Ilia A+B	Legal document	inheritance-related	Borsippa	23.4.11 Nabonidus	 Nabonidus
P21961	P22998	heir > witness-scribe	witness, regular (mukinnu)	T00036	BM 25625		Waerzeggers 2010, no. 8	Ilia A+B	Legal document	inheritance-related	Borsippa	23.4.11 Nabonidus	 Nabonidus
P21961	P23606	heir > witness-scribe	witness, regular (mukinnu)	T00036	BM 25625		Waerzeggers 2010, no. 8	Ilia A+B	Legal document	inheritance-related	Borsippa	23.4.11 Nabonidus	 Nabonidus
P21961	P28902	heir > witness-scribe	witness, regular (mukinnu)	T00036	BM 25625		Waerzeggers 2010, no. 8	Ilia A+B	Legal document	inheritance-related	Borsippa	23.4.11 Nabonidus	 Nabonidus
P00029	P01741	business partner, investing > witness-scribe	scribe (ṭupšarru)	T00040	BM 30634		Wunsch 1993b, no. 11	Egibi Nūr-Sîn	Legal document	partnership-related	Babylon	22.9.33 Nebuchadnezzar II	 Nebuchadnezzar II
P00029	P02653	business partner, investing > witness-scribe	witness, regular (mukinnu)	T00040	BM 30634		Wunsch 1993b, no. 11	Egibi Nūr-Sîn	Legal document	partnership-related	Babylon	22.9.33 Nebuchadnezzar II	 Nebuchadnezzar II
P00029	P02737	business partner, investing > witness-scribe	witness, regular (mukinnu)	T00040	BM 30634		Wunsch 1993b, no. 11	Egibi Nūr-Sîn	Legal document	partnership-related	Babylon	22.9.33 Nebuchadnezzar II	 Nebuchadnezzar II
P00029	P02938	business partner, investing > witness-scribe	witness, regular (mukinnu)	T00040	BM 30634		Wunsch 1993b, no. 11	Egibi Nūr-Sîn	Legal document	partnership-related	Babylon	22.9.33 Nebuchadnezzar II	 Nebuchadnezzar II
P15733	P02200	business partner, acting > witness-scribe	scribe (ṭupšarru)	T00041	BM 30494		Wunsch 1993b, no. 12	Egibi Nūr-Sîn	Legal document	partnership, creation	Babylon	24.13.33 Nebuchadnezzar II	 Nebuchadnezzar II
P15733	P02539	business partner, acting > witness-scribe	witness, regular (mukinnu)	T00041	BM 30494		Wunsch 1993b, no. 12	Egibi Nūr-Sîn	Legal document	partnership, creation	Babylon	24.13.33 Nebuchadnezzar II	 Nebuchadnezzar II
P15733	P20073	business partner, acting > witness-scribe	witness, regular (mukinnu)	T00041	BM 30494		Wunsch 1993b, no. 12	Egibi Nūr-Sîn	Legal document	partnership, creation	Babylon	24.13.33 Nebuchadnezzar II	 Nebuchadnezzar II
P13536	P02185	creditor > witness-scribe	scribe (ṭupšarru)	T00042	BM 30281		Wunsch 2000b, no. 1	Egibi Nūr-Sîn	Legal document	promissory note, with antichretic pledge	Babylon	05.13.36 Nebuchadnezzar II	 Nebuchadnezzar II
P20385	P02185	creditor > witness-scribe	scribe (ṭupšarru)	T00042	BM 30281		Wunsch 2000b, no. 1	Egibi Nūr-Sîn	Legal document	promissory note, with antichretic pledge	Babylon	05.13.36 Nebuchadnezzar II	 Nebuchadnezzar II
P13536	P02131	creditor > witness-scribe	witness	T00042	BM 30281		Wunsch 2000b, no. 1	Egibi Nūr-Sîn	Legal document	promissory note, with antichretic pledge	Babylon	05.13.36 Nebuchadnezzar II	 Nebuchadnezzar II
P13536	P02689	creditor > witness-scribe	witness	T00042	BM 30281		Wunsch 2000b, no. 1	Egibi Nūr-Sîn	Legal document	promissory note, with antichretic pledge	Babylon	05.13.36 Nebuchadnezzar II	 Nebuchadnezzar II
P13536	P27955	creditor > witness-scribe	witness	T00042	BM 30281		Wunsch 2000b, no. 1	Egibi Nūr-Sîn	Legal document	promissory note, with antichretic pledge	Babylon	05.13.36 Nebuchadnezzar II	 Nebuchadnezzar II
P20385	P02131	creditor > witness-scribe	witness	T00042	BM 30281		Wunsch 2000b, no. 1	Egibi Nūr-Sîn	Legal document	promissory note, with antichretic pledge	Babylon	05.13.36 Nebuchadnezzar II	 Nebuchadnezzar II
P20385	P02689	creditor > witness-scribe	witness	T00042	BM 30281		Wunsch 2000b, no. 1	Egibi Nūr-Sîn	Legal document	promissory note, with antichretic pledge	Babylon	05.13.36 Nebuchadnezzar II	 Nebuchadnezzar II
P20385	P27955	creditor > witness-scribe	witness	T00042	BM 30281		Wunsch 2000b, no. 1	Egibi Nūr-Sîn	Legal document	promissory note, with antichretic pledge	Babylon	05.13.36 Nebuchadnezzar II	 Nebuchadnezzar II
P13536	P24612	creditor > witness-scribe	witness, regular (mukinnu)	T00042	BM 30281		Wunsch 2000b, no. 1	Egibi Nūr-Sîn	Legal document	promissory note, with antichretic pledge	Babylon	05.13.36 Nebuchadnezzar II	 Nebuchadnezzar II
P20385	P24612	creditor > witness-scribe	witness, regular (mukinnu)	T00042	BM 30281		Wunsch 2000b, no. 1	Egibi Nūr-Sîn	Legal document	promissory note, with antichretic pledge	Babylon	05.13.36 Nebuchadnezzar II	 Nebuchadnezzar II
P29442	P02728	creditor > witness-scribe	scribe (ṭupšarru)	T00043	O 637		Wunsch 2000b, no. 2	Egibi Nūr-Sîn	Legal document	purchase	Babylon	25.9.00 Neriglissar	 Neriglissar
P29442	P02128	creditor > witness-scribe	witness, regular (mukinnu)	T00043	O 637		Wunsch 2000b, no. 2	Egibi Nūr-Sîn	Legal document	purchase	Babylon	25.9.00 Neriglissar	 Neriglissar
P29442	P02167	creditor > witness-scribe	witness, regular (mukinnu)	T00043	O 637		Wunsch 2000b, no. 2	Egibi Nūr-Sîn	Legal document	purchase	Babylon	25.9.00 Neriglissar	 Neriglissar
P29442	P02188	creditor > witness-scribe	witness, regular (mukinnu)	T00043	O 637		Wunsch 2000b, no. 2	Egibi Nūr-Sîn	Legal document	purchase	Babylon	25.9.00 Neriglissar	 Neriglissar
P29442	P02344	creditor > witness-scribe	witness, regular (mukinnu)	T00043	O 637		Wunsch 2000b, no. 2	Egibi Nūr-Sîn	Legal document	purchase	Babylon	25.9.00 Neriglissar	 Neriglissar
P00043	P21535	seller > witness-scribe	witness, regular (pāni)	T00046	A 1567+		Wunsch 2000b, no. 4	Egibi Nūr-Sîn	Legal document	dispute-related	Babylon	.9. Nabonidus	 Nabonidus
P00043	P21917	seller > witness-scribe	witness, regular (pāni)	T00046	A 1567+		Wunsch 2000b, no. 4	Egibi Nūr-Sîn	Legal document	dispute-related	Babylon	.9. Nabonidus	 Nabonidus
P00043	P22190	seller > witness-scribe	witness, regular (pāni)	T00046	A 1567+		Wunsch 2000b, no. 4	Egibi Nūr-Sîn	Legal document	dispute-related	Babylon	.9. Nabonidus	 Nabonidus
P00043	P22203	seller > witness-scribe	witness, regular (pāni)	T00046	A 1567+		Wunsch 2000b, no. 4	Egibi Nūr-Sîn	Legal document	dispute-related	Babylon	.9. Nabonidus	 Nabonidus
P00043	P22216	seller > witness-scribe	witness, regular (pāni)	T00046	A 1567+		Wunsch 2000b, no. 4	Egibi Nūr-Sîn	Legal document	dispute-related	Babylon	.9. Nabonidus	 Nabonidus
P00043	P29152	seller > witness-scribe	witness, regular (pāni)	T00046	A 1567+		Wunsch 2000b, no. 4	Egibi Nūr-Sîn	Legal document	dispute-related	Babylon	.9. Nabonidus	 Nabonidus
P02314	P24476	seller > witness-scribe	witness	T00047	BM 32640+		Wunsch 2000b, no. 5A	Egibi Nūr-Sîn	Legal document	purchase	Babylon	.12.30 Nebuchadnezzar II	 Nebuchadnezzar II
P02314	P26374	seller > witness-scribe	witness	T00047	BM 32640+		Wunsch 2000b, no. 5A	Egibi Nūr-Sîn	Legal document	purchase	Babylon	.12.30 Nebuchadnezzar II	 Nebuchadnezzar II
P02314	P26376	seller > witness-scribe	witness	T00047	BM 32640+		Wunsch 2000b, no. 5A	Egibi Nūr-Sîn	Legal document	purchase	Babylon	.12.30 Nebuchadnezzar II	 Nebuchadnezzar II
P02314	P26442	seller > witness-scribe	witness	T00047	BM 32640+		Wunsch 2000b, no. 5A	Egibi Nūr-Sîn	Legal document	purchase	Babylon	.12.30 Nebuchadnezzar II	 Nebuchadnezzar II
P02314	P26609	seller > witness-scribe	witness	T00047	BM 32640+		Wunsch 2000b, no. 5A	Egibi Nūr-Sîn	Legal document	purchase	Babylon	.12.30 Nebuchadnezzar II	 Nebuchadnezzar II
P02314	P26855	seller > witness-scribe	witness	T00047	BM 32640+		Wunsch 2000b, no. 5A	Egibi Nūr-Sîn	Legal document	purchase	Babylon	.12.30 Nebuchadnezzar II	 Nebuchadnezzar II
P00005	P02083	heir > witness-scribe	scribe (ṭupšarru)	T00049	BM 30627		Wunsch 2000b, no. 11	Egibi Nūr-Sîn	Legal document	inheritance-related	Nār-eššu	01.7.03 Darius I	 Darius I
P02497	P02083	heir > witness-scribe	scribe (ṭupšarru)	T00049	BM 30627		Wunsch 2000b, no. 11	Egibi Nūr-Sîn	Legal document	inheritance-related	Nār-eššu	01.7.03 Darius I	 Darius I
P00005	P00032	heir > witness-scribe	witness, regular (pāni)	T00049	BM 30627		Wunsch 2000b, no. 11	Egibi Nūr-Sîn	Legal document	inheritance-related	Nār-eššu	01.7.03 Darius I	 Darius I
P00005	P02140	heir > witness-scribe	witness, regular (pāni)	T00049	BM 30627		Wunsch 2000b, no. 11	Egibi Nūr-Sîn	Legal document	inheritance-related	Nār-eššu	01.7.03 Darius I	 Darius I
P00005	P02419	heir > witness-scribe	witness, regular (pāni)	T00049	BM 30627		Wunsch 2000b, no. 11	Egibi Nūr-Sîn	Legal document	inheritance-related	Nār-eššu	01.7.03 Darius I	 Darius I
P00005	P02752	heir > witness-scribe	witness, regular (pāni)	T00049	BM 30627		Wunsch 2000b, no. 11	Egibi Nūr-Sîn	Legal document	inheritance-related	Nār-eššu	01.7.03 Darius I	 Darius I
P02497	P00032	heir > witness-scribe	witness, regular (pāni)	T00049	BM 30627		Wunsch 2000b, no. 11	Egibi Nūr-Sîn	Legal document	inheritance-related	Nār-eššu	01.7.03 Darius I	 Darius I
P02497	P02140	heir > witness-scribe	witness, regular (pāni)	T00049	BM 30627		Wunsch 2000b, no. 11	Egibi Nūr-Sîn	Legal document	inheritance-related	Nār-eššu	01.7.03 Darius I	 Darius I
P02497	P02419	heir > witness-scribe	witness, regular (pāni)	T00049	BM 30627		Wunsch 2000b, no. 11	Egibi Nūr-Sîn	Legal document	inheritance-related	Nār-eššu	01.7.03 Darius I	 Darius I
P02497	P02752	heir > witness-scribe	witness, regular (pāni)	T00049	BM 30627		Wunsch 2000b, no. 11	Egibi Nūr-Sîn	Legal document	inheritance-related	Nār-eššu	01.7.03 Darius I	 Darius I
P00022	P02875	guarantor > witness-scribe	scribe (ṭupšarru)	T00050	BM 31521+		Wunsch 2000b, no. 13	Egibi Nūr-Sîn	Legal document	exchange	Babylon	02.1.10 Darius I	 Darius I
P00022	P00008	guarantor > witness-scribe	witness, regular (mukinnu)	T00050	BM 31521+		Wunsch 2000b, no. 13	Egibi Nūr-Sîn	Legal document	exchange	Babylon	02.1.10 Darius I	 Darius I
P00022	P00623	guarantor > witness-scribe	witness, regular (mukinnu)	T00050	BM 31521+		Wunsch 2000b, no. 13	Egibi Nūr-Sîn	Legal document	exchange	Babylon	02.1.10 Darius I	 Darius I
P00022	P01801	guarantor > witness-scribe	witness, regular (mukinnu)	T00050	BM 31521+		Wunsch 2000b, no. 13	Egibi Nūr-Sîn	Legal document	exchange	Babylon	02.1.10 Darius I	 Darius I
P00022	P01918	guarantor > witness-scribe	witness, regular (mukinnu)	T00050	BM 31521+		Wunsch 2000b, no. 13	Egibi Nūr-Sîn	Legal document	exchange	Babylon	02.1.10 Darius I	 Darius I
P00022	P01978	guarantor > witness-scribe	witness, regular (mukinnu)	T00050	BM 31521+		Wunsch 2000b, no. 13	Egibi Nūr-Sîn	Legal document	exchange	Babylon	02.1.10 Darius I	 Darius I
P00022	P02224	guarantor > witness-scribe	witness, regular (mukinnu)	T00050	BM 31521+		Wunsch 2000b, no. 13	Egibi Nūr-Sîn	Legal document	exchange	Babylon	02.1.10 Darius I	 Darius I
P00022	P02266	guarantor > witness-scribe	witness, regular (mukinnu)	T00050	BM 31521+		Wunsch 2000b, no. 13	Egibi Nūr-Sîn	Legal document	exchange	Babylon	02.1.10 Darius I	 Darius I
P00022	P02311	guarantor > witness-scribe	witness, regular (mukinnu)	T00050	BM 31521+		Wunsch 2000b, no. 13	Egibi Nūr-Sîn	Legal document	exchange	Babylon	02.1.10 Darius I	 Darius I
P00022	P02413	guarantor > witness-scribe	witness, regular (mukinnu)	T00050	BM 31521+		Wunsch 2000b, no. 13	Egibi Nūr-Sîn	Legal document	exchange	Babylon	02.1.10 Darius I	 Darius I
P00022	P02809	guarantor > witness-scribe	witness, regular (mukinnu)	T00050	BM 31521+		Wunsch 2000b, no. 13	Egibi Nūr-Sîn	Legal document	exchange	Babylon	02.1.10 Darius I	 Darius I
P19863	P15727	recipient > witness-scribe	witness, official (ina ušuzzi)	T00051	BM 30651		Abraham 2004, no. 20	Egibi Nūr-Sîn	Legal document	receipt	Not mentioned	NN	NN
